{'T1': '21.5755859375', 'T2': '21.702143892576487', 'T3': '214.88294117647058', 'P': '753.4294350124768', 'A': '2430.384585965207', 'T': '1.2247231006622314', 'H': '41.475547417410546', 'Ax': '-0.052734375', 'Ay': '-0.0048828125', 'Az': '-0.9697265625', 'Wx': '-9.404580152671755', 'Wy': '-3.786259541984733', 'Wz': '-14.412213740458014'}
{'T1': '28.4677734375', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.453645358153', 'A': '2231.137654313643', 'T': '1143.4734201431274', 'H': '57.268635080491336', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.614783356462766', 'My': '11.397990771079284', 'Mz': '-65.21051751923481', 'head': '77.06194368281355'}
{'T1': '28.4703125', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4255660630483', 'A': '2231.284588450223', 'T': '1144.0694184303284', 'H': '57.320515754940104', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27406966364108', 'My': '11.398044226137477', 'Mz': '-67.14281886090464', 'head': '76.71513351509782'}
{'T1': '28.4728515625', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.419243775583', 'A': '2231.242575005692', 'T': '1144.6575343608856', 'H': '57.320515754940104', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27406966364108', 'My': '11.398044226137477', 'Mz': '-65.97849252227624', 'head': '76.71513351509782'}
{'T1': '28.4728515625', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4253082442244', 'A': '2231.2006740845127', 'T': '1145.250651359558', 'H': '57.311360341802086', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.61524866240918', 'My': '10.727621332412795', 'Mz': '-66.35821367791971', 'head': '77.79953127261922'}
{'T1': '28.4728515625', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4612004140068', 'A': '2231.0777631230576', 'T': '1145.8387913703918', 'H': '57.311360341802086', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.603596473868286', 'My': '12.06851741591027', 'Mz': '-65.97849252227624', 'head': '75.77403610124821'}
{'T1': '28.4703125', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4238649764219', 'A': '2231.1467047770234', 'T': '1146.4381957054138', 'H': '57.3006790264744', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.6031499021186', 'My': '14.750271800656467', 'Mz': '-66.38338291235897', 'head': '72.7839264122093'}
{'T1': '28.4802734375', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4554137725005', 'A': '2230.978394943814', 'T': '1147.0135569572449', 'H': '57.3006790264744', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.9554844022678', 'My': '9.386536600417752', 'Mz': '-66.7715898299751', 'head': '79.56252464888182'}
{'T1': '28.4751953125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4522357489791', 'A': '2231.0353814390214', 'T': '1147.604168176651', 'H': '57.30525673304341', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '44.25102299360192', 'My': '14.079870952509703', 'Mz': '-64.43420183448202', 'head': '72.34987578006988'}
{'T1': '28.4802734375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4403843892983', 'A': '2231.038399117115', 'T': '1148.1875278949738', 'H': '57.30525673304341', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.6143177803933', 'My': '10.05695630683648', 'Mz': '-63.285728858474926', 'head': '78.54124765412281'}
{'T1': '28.4802734375', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4082530969459', 'A': '2231.305232121878', 'T': '1148.7867832183838', 'H': '57.29152361333638', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '51.625466710893896', 'My': '14.079672739334699', 'Mz': '-62.90542706392257', 'head': '74.74488129694222'}
{'T1': '28.4828125', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4366236714774', 'A': '2231.101305653189', 'T': '1149.3734271526337', 'H': '57.29152361333638', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '52.967133583250785', 'My': '10.727520725721678', 'Mz': '-65.98683320398762', 'head': '78.55066201149997'}
{'T1': '28.477734375', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4559964064086', 'A': '2231.1942728555573', 'T': '1149.9591369628906', 'H': '57.277790493629354', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.955962422732256', 'My': '11.398044226137477', 'Mz': '-66.36660130181903', 'head': '77.39139320663377'}
{'T1': '28.4828125', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4730518655782', 'A': '2231.2036916054', 'T': '1150.5393614768982', 'H': '57.277790493629354', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.2733902728151', 'My': '8.716028799258282', 'Mz': '-64.45049687427507', 'head': '79.76519723657678'}
{'T1': '28.4927734375', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4525604884604', 'A': '2231.323222420356', 'T': '1151.1241202354431', 'H': '57.277790493629354', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27384326574755', 'My': '10.727520725721678', 'Mz': '-65.21051751923481', 'head': '77.47119229084849'}
{'T1': '28.490234375', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4533877320798', 'A': '2230.8764914267463', 'T': '1151.7129411697388', 'H': '57.277790493629354', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.614783356462766', 'My': '9.386580635006469', 'Mz': '-64.82235967685841', 'head': '79.28687697720896'}
{'T1': '28.490234375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4317440601463', 'A': '2231.2122628870525', 'T': '1152.3102955818176', 'H': '57.314412146181425', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '51.62619349253558', 'My': '12.738930861794493', 'Mz': '-65.21051751923481', 'head': '76.13897243697885'}
{'T1': '28.4953125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4366566791587', 'A': '2230.9240590339123', 'T': '1152.8972206115723', 'H': '57.314412146181425', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27384326574755', 'My': '10.057050680364073', 'Mz': '-64.04604399210562', 'head': '78.23171106797936'}
{'T1': '28.5001953125', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4421522724085', 'A': '2231.0350175039935', 'T': '1153.490840435028', 'H': '57.311360341802086', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27406966364108', 'My': '11.398044226137477', 'Mz': '-63.64983984501943', 'head': '76.71513351509782'}
{'T1': '28.4927734375', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4311610228535', 'A': '2230.9060691546824', 'T': '1154.0813484191895', 'H': '57.311360341802086', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '46.932903175032344', 'My': '12.068460816436888', 'Mz': '-65.21051751923481', 'head': '75.57922687248902'}
{'T1': '28.5001953125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4609426149764', 'A': '2231.3262413347015', 'T': '1154.6777629852295', 'H': '57.314412146181425', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '46.261999011447806', 'My': '13.409275075781972', 'Mz': '-68.72131293220897', 'head': '73.83550084774309'}
{'T1': '28.502734375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4464819771628', 'A': '2231.4817609730553', 'T': '1155.264539718628', 'H': '57.314412146181425', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27361680214844', 'My': '10.727470400477431', 'Mz': '-65.21876215951056', 'head': '77.47119229084849'}
{'T1': '28.4953125', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4540037740659', 'A': '2230.993000724835', 'T': '1155.865861415863', 'H': '57.3006790264744', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.28478153418239', 'My': '10.05695630683648', 'Mz': '-64.06224086900836', 'head': '78.69006752597979'}
{'T1': '28.4853515625', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4123707639732', 'A': '2231.0530076818136', 'T': '1156.4461088180542', 'H': '57.3006790264744', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.94477232913338', 'My': '8.716192332585397', 'Mz': '-62.86567611592393', 'head': '79.90249561592472'}
{'T1': '28.4953125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4360736384332', 'A': '2231.370796525963', 'T': '1157.042857170105', 'H': '57.273212787060345', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.944313311105155', 'My': '12.738930861794493', 'Mz': '-65.98683320398762', 'head': '75.41108126712537'}
{'T1': '28.4927734375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4456544735665', 'A': '2231.178939811907', 'T': '1157.6297211647034', 'H': '57.273212787060345', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.285017502237956', 'My': '10.05700350044759', 'Mz': '-64.4423483242783', 'head': '78.69006752597979'}
{'T1': '28.4978515625', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4456216773381', 'A': '2231.391806992087', 'T': '1158.2199440002441', 'H': '57.273212787060345', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.9438540266042', 'My': '8.716028799258282', 'Mz': '-66.78003290587539', 'head': '79.90249561592472'}
{'T1': '28.4978515625', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4404502638494', 'A': '2231.4487995936943', 'T': '1158.8078134059906', 'H': '57.273212787060345', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.94408370217828', 'My': '11.397937300507271', 'Mz': '-63.66593448904603', 'head': '76.89079180184571'}
{'T1': '28.502734375', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4496599255333', 'A': '2231.166988257939', 'T': '1159.4057874679565', 'H': '57.25947966735332', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '51.625951302297636', 'My': '8.716069700387912', 'Mz': '-63.66593448904603', 'head': '80.41705527646744'}
{'T1': '28.4978515625', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4575061248527', 'A': '2231.235930813757', 'T': '1159.9823460578918', 'H': '57.25947966735332', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.284545497623924', 'My': '11.397830312794756', 'Mz': '-64.84695259058685', 'head': '77.22875743509856'}
{'T1': '28.5052734375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.430577895647', 'A': '2231.3168248435027', 'T': '1160.5799233913422', 'H': '57.30525673304341', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.60270307108398', 'My': '14.750133345969683', 'Mz': '-67.56508832791684', 'head': '72.7839264122093'}
{'T1': '28.4978515625', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4314849708775', 'A': '2231.310913572858', 'T': '1161.1666224002838', 'H': '57.30525673304341', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.602926519026', 'My': '9.38649255304738', 'Mz': '-66.39177690060866', 'head': '78.8453402610717'}
{'T1': '28.4978515625', 'T2': '25.050736247806526', 'T3': '0', 'P': '772.432604193032', 'A': '2230.9416872053343', 'T': '1161.7556173801422', 'H': '57.34798199435416', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.602926519026', 'My': '12.068347568203775', 'Mz': '-63.285728858474926', 'head': '75.77403610124821'}
{'T1': '28.502734375', 'T2': '25.050736247806526', 'T3': '0', 'P': '772.4398670861461', 'A': '2231.397847378252', 'T': '1162.3434145450592', 'H': '57.34798199435416', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.28525340182037', 'My': '9.386580635006469', 'Mz': '-60.94078125309444', 'head': '79.42647658143909'}
{'T1': '28.515234375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4357820843528', 'A': '2231.1215915891553', 'T': '1162.9357633590698', 'H': '57.357137407492175', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.6143177803933', 'My': '10.05695630683648', 'Mz': '-63.673984863741644', 'head': '78.54124765412281'}
{'T1': '28.5078125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.43433891568', 'A': '2230.851736199145', 'T': '1163.5215864181519', 'H': '57.357137407492175', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.94362428435395', 'My': '9.386448492889798', 'Mz': '-66.01186790658541', 'head': '79.14358665193777'}
{'T1': '28.5126953125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4360736384332', 'A': '2231.046609995548', 'T': '1164.1110153198242', 'H': '57.36934462500953', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.285017502237956', 'My': '10.727470400477431', 'Mz': '-64.4423483242783', 'head': '77.95742485711503'}
{'T1': '28.5078125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4248376403829', 'A': '2230.905706708001', 'T': '1164.6992864608765', 'H': '57.36934462500953', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '54.30756405691699', 'My': '10.05695630683648', 'Mz': '-65.61526489007524', 'head': '79.50852298766841'}
{'T1': '28.5103515625', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4245460004843', 'A': '2231.0736597198656', 'T': '1165.288384437561', 'H': '57.44869153887235', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.9438540266042', 'My': '10.05695630683648', 'Mz': '-65.61526489007524', 'head': '78.3885135761115'}
{'T1': '28.515234375', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4540366362874', 'A': '2230.749833031409', 'T': '1165.8655798435211', 'H': '57.44869153887235', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.9438540266042', 'My': '10.05695630683648', 'Mz': '-67.1682889111421', 'head': '78.3885135761115'}
{'T1': '28.5126953125', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4551882824285', 'A': '2231.2655173728585', 'T': '1166.4563632011414', 'H': '57.439536125734335', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.95524528797149', 'My': '11.397883814414676', 'Mz': '-64.06224086900836', 'head': '77.39139320663377'}
{'T1': '28.5177734375', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4352781592617', 'A': '2231.2715588506635', 'T': '1167.0462672710419', 'H': '57.439536125734335', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.6031499021186', 'My': '11.397937300507271', 'Mz': '-64.05414140666217', 'head': '76.53479190518829'}
{'T1': '28.5228515625', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4439520118723', 'A': '2231.1932024902603', 'T': '1167.6435794830322', 'H': '57.4715800717174', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.614783356462766', 'My': '11.397990771079284', 'Mz': '-64.82235967685841', 'head': '77.06194368281355'}
{'T1': '28.5251953125', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4662124623627', 'A': '2230.8903788430107', 'T': '1168.231861591339', 'H': '57.4715800717174', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.284545497623924', 'My': '10.056909099524784', 'Mz': '-66.78847811725113', 'head': '78.69006752597979'}
{'T1': '28.5228515625', 'T2': '25.050736247806526', 'T3': '0', 'P': '772.4451034369024', 'A': '2231.055669079517', 'T': '1168.829267024994', 'H': '57.43343251697566', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.2733902728151', 'My': '9.38649255304738', 'Mz': '-64.8387528795418', 'head': '78.99645914825051'}
{'T1': '28.527734375', 'T2': '25.050736247806526', 'T3': '0', 'P': '772.446838221687', 'A': '2231.1182175803233', 'T': '1169.398306131363', 'H': '57.43343251697566', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.615016043186664', 'My': '10.727571036364685', 'Mz': '-67.53092764044744', 'head': '77.79953127261922'}
{'T1': '28.5203125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.468238813184', 'A': '2230.8543976735914', 'T': '1169.9976646900177', 'H': '57.47463187609674', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.2733902728151', 'My': '10.05695630683648', 'Mz': '-66.00352089534195', 'head': '78.23171106797936'}
{'T1': '28.5228515625', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4439520118723', 'A': '2231.2111935826892', 'T': '1170.5725331306458', 'H': '57.47463187609674', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27293701683137', 'My': '11.397776795640741', 'Mz': '-63.690091722358524', 'head': '76.7151335150978'}
{'T1': '28.527734375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4566314647616', 'A': '2231.25054708384', 'T': '1171.173178911209', 'H': '57.45326924544136', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.28430939253268', 'My': '10.727319337073638', 'Mz': '-64.46680015799704', 'head': '77.95742485711503'}
{'T1': '28.5228515625', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4572469326064', 'A': '2230.7404162225494', 'T': '1171.737292766571', 'H': '57.45326924544136', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.9554844022678', 'My': '12.06840420053711', 'Mz': '-69.48903825328804', 'head': '76.67546873810922'}
{'T1': '28.5203125', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4526258671149', 'A': '2230.743435456367', 'T': '1172.3277831077576', 'H': '57.483787289234755', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27384326574755', 'My': '10.727520725721678', 'Mz': '-62.49341262260003', 'head': '77.47119229084849'}
{'T1': '28.5203125', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4256974095312', 'A': '2231.112661489925', 'T': '1172.9050793647766', 'H': '57.483787289234755', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.60270307108398', 'My': '11.397830312794756', 'Mz': '-64.07034237992114', 'head': '76.53479190518829'}
{'T1': '28.515234375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.469649338147', 'A': '2231.034658619388', 'T': '1173.4911205768585', 'H': '57.5066758220798', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.28430939253268', 'My': '9.386404419939433', 'Mz': '-65.63186281145482', 'head': '79.42647658143909'}
{'T1': '28.5078125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4575061248527', 'A': '2230.7078162333855', 'T': '1174.0688300132751', 'H': '57.5066758220798', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '47.602926519026', 'My': '10.727420060625578', 'Mz': '-67.1682889111421', 'head': '77.30041551040264'}
{'T1': '28.5078125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4430125304984', 'A': '2230.95967750143', 'T': '1174.6547660827637', 'H': '57.49446860456244', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.6143177803933', 'My': '8.716028799258282', 'Mz': '-65.22700888480851', 'head': '80.03619581009282'}
{'T1': '28.515234375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4832358754412', 'A': '2230.8877165067643', 'T': '1175.2308387756348', 'H': '57.49446860456244', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.284545497623924', 'My': '10.056909099524784', 'Mz': '-64.84695259058685', 'head': '78.69006752597979'}
{'T1': '28.5228515625', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4751779030629', 'A': '2231.019687893684', 'T': '1175.8294401168823', 'H': '57.4715800717174', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.284545497623924', 'My': '11.397830312794756', 'Mz': '-63.29373216925543', 'head': '77.22875743509856'}
{'T1': '28.5177734375', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4456867827103', 'A': '2231.046254341852', 'T': '1176.4174664020538', 'H': '57.4715800717174', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27316367771897', 'My': '10.056909099524784', 'Mz': '-65.2352576959197', 'head': '78.23171106797936'}
{'T1': '28.5177734375', 'T2': '25.06675822079805', 'T3': '0', 'P': '772.457830181524', 'A': '2230.9507456005426', 'T': '1177.0069012641907', 'H': '57.47005416952773', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.613618909293784', 'My': '9.386360334190716', 'Mz': '-66.41697160693985', 'head': '79.28687697720896'}
{'T1': '28.5203125', 'T2': '25.06675822079805', 'T3': '0', 'P': '772.4248695396028', 'A': '2231.2565888751524', 'T': '1177.594059228897', 'H': '57.47005416952773', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '46.932022099697164', 'My': '13.409149171342047', 'Mz': '-69.12705077182815', 'head': '74.05460409907715'}
{'T1': '28.5177734375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4670400575571', 'A': '2231.0102729123446', 'T': '1178.1827714443207', 'H': '57.485313191424424', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27316367771897', 'My': '8.715987886254814', 'Mz': '-66.01186790658541', 'head': '79.76519723657678'}
{'T1': '28.5177734375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4812096661328', 'A': '2231.019687893684', 'T': '1178.7695453166962', 'H': '57.485313191424424', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.9554844022678', 'My': '11.397937300507271', 'Mz': '-65.21876215951056', 'head': '77.39139320663377'}
{'T1': '28.5103515625', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.446806088012', 'A': '2231.028619618624', 'T': '1179.3582994937897', 'H': '57.53566796368352', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27316367771897', 'My': '11.397830312794756', 'Mz': '-65.62356280125256', 'head': '76.71513351509782'}
{'T1': '28.5177734375', 'T2': '25.0240329594873', 'T3': '0', 'P': '772.4655968330677', 'A': '2230.9117450950544', 'T': '1179.9422013759613', 'H': '57.53566796368352', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.955006104258906', 'My': '8.045527279619828', 'Mz': '-64.07034237992114', 'head': '81.02737338510362'}
{'T1': '28.5126953125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4554798427126', 'A': '2230.9117450950544', 'T': '1180.5306124687195', 'H': '57.55855649652857', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '49.61455060220812', 'My': '12.06840420053711', 'Mz': '-64.05414140666217', 'head': '76.32869286780416'}
{'T1': '28.5103515625', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4635705262041', 'A': '2231.238597841325', 'T': '1181.1170732975006', 'H': '57.55855649652857', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '52.29568176823398', 'My': '10.056861878506535', 'Mz': '-64.46680015799704', 'head': '79.11447294534128'}
{'T1': '28.5203125', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4517187663909', 'A': '2230.716871615259', 'T': '1181.7121946811676', 'H': '57.570763714045924', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.27293701683137', 'My': '14.750064088476252', 'Mz': '-65.24350859363557', 'head': '73.00917670801384'}
{'T1': '28.515234375', 'T2': '25.037384603646913', 'T3': '0', 'P': '772.4499840085299', 'A': '2230.8577741226063', 'T': '1182.2941358089447', 'H': '57.570763714045924', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '50.95428813632096', 'My': '10.056767395326506', 'Mz': '-64.09465921183389', 'head': '78.83511982245142'}
{'T1': '28.5126953125', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4297502281213', 'A': '2230.9867266879482', 'T': '1182.8923790454865', 'H': '57.55397878995956', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '52.29568176823398', 'My': '10.056861878506535', 'Mz': '-66.02021702927408', 'head': '79.11447294534128'}
{'T1': '28.5203125', 'T2': '25.008010986495776', 'T3': '0', 'P': '772.4543606384792', 'A': '2230.938310432767', 'T': '1183.4794652462006', 'H': '57.55397878995956', 'Ax': '0', 'Ay': '0', 'Az': '0', 'Wx': '0', 'Wy': '0', 'Wz': '0', 'Mx': '48.94362428435395', 'My': '12.068290919429742', 'Mz': '-66.40017301191827', 'head': '76.14858098619501'}
